restaurant_id|name|rank|address|phone|avg_price|url
d2199275|Yuzu|4.5|Via Lazzaro Papi 2, 20135 Milano Italia|+390287087152|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2199275-Reviews-Yuzu-Milan_Lombardy.html
d3701624|Alhambra Risto Veg|4.0|Via San Gregorio 17, 20124 Milano Italia|+390239432750|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3701624-Reviews-Alhambra_Risto_Veg-Milan_Lombardy.html
d1231908|Il Liberty|4.0|Viale Monte Grappa, 6, 20124 Milano Italia|+390229011439|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1231908-Reviews-Il_Liberty-Milan_Lombardy.html
d3155553|Nonna Maria Osteria Romana|4.0|Via Bronzetti 9, 20129 Milano Italia|+390249436609|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3155553-Reviews-Nonna_Maria_Osteria_Romana-Milan_Lombardy.html
d1144540|Trotter|4.0|Via Rembrandt, 56, 20100 Milano Italia|+39024046726|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1144540-Reviews-Trotter-Milan_Lombardy.html
d1067362|Ristorante Indiano Just India|4.0|Via B. Marcello, 34, 20124 Milano Italia|+390220480385|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1067362-Reviews-Just_India-Milan_Lombardy.html
d13376600|Lee's Korean Restaurant Nagrin|4.0|Via Generale Gustavo Fara 17, 20124 Milano Italia|+390238265350|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13376600-Reviews-Lee_s_Korean_Restaurant_Nagrin-Milan_Lombardy.html
d2141684|L'Antro della Sibilla|4.0|Via San Gregorio, 37, 20124 Milano Italia|+390267481054|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2141684-Reviews-L_Antro_della_Sibilla-Milan_Lombardy.html
d1081318|Norman|4.0|Viale Umbria, 50 angolo via Tito Livio, 20135 Milano Italia|+39025457572|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1081318-Reviews-Norman-Milan_Lombardy.html
d8507516|Bomaki Sanzio|4.0|Via Raffaello Sanzio 24, 20149 Milano Italia|+390239563318|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8507516-Reviews-Bomaki_Sanzio-Milan_Lombardy.html
d3219198|Locanda del Menarost|4.0|Via Giuseppe Compagnoni 24, 20129 Milano Italia|+390273951036|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3219198-Reviews-Locanda_del_Menarost-Milan_Lombardy.html
d716364|Ribot Bistrot|4.0|Via Ruggero di Lauria 17, 20149 Milano Italia|+390233611643|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d716364-Reviews-Ribot_Bistrot-Milan_Lombardy.html
d1607080|Ristorante Aladino|4.0|Via Achille Maiocchi 30 traversa di Viale Abruzzi, 20129 Milano Italia|+390229521608|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1607080-Reviews-Ristorante_Aladino-Milan_Lombardy.html
d23458598|La Bufalotta|5.0|Viale Sarca 73, 20125 Milano Italia|+393737131189|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d23458598-Reviews-La_Bufalotta-Milan_Lombardy.html
d1821604|Luna Rossa|4.0|Via Broletto 26, 20121 Milano Italia|+3902874739|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1821604-Reviews-Luna_Rossa-Milan_Lombardy.html
d1762643|Stendhal Milano|4.0|Via Ancona 1 Angolo Via San Marco, 20121 Milano Italia|+39026572059|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1762643-Reviews-Stendhal_Milano-Milan_Lombardy.html
d2057157|Ristorante al Grissino|4.0|Via Gian Battista Tiepolo, 54 Piazza Ferravilla, 20129 Milano Italia|+3902730392|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2057157-Reviews-Al_Grissino-Milan_Lombardy.html
d795493|Ostriche & Vino|4.0|Viale Col di Lana 5, 20136 Milano Italia|+390258100259|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d795493-Reviews-Ostriche_Vino-Milan_Lombardy.html
d4788657|Osteria Fara|4.0|Via Generale Gustavo Fara 25, 20124 Milano Italia|+390267076789|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4788657-Reviews-Osteria_Fara-Milan_Lombardy.html
d23756378|Britos -Tacos Y Burritos|5.0|Via Alserio 30, 20159 Milano Italia|+390236594226|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d23756378-Reviews-Britos_Tacos_Y_Burritos-Milan_Lombardy.html
d7290755|Copacabana  Temakeria -Brazilian sushi|4.0|Via Cesare Cesariano 14 Nei Pressi dell'Arco della Pace, 20154 Milano Italia|+390289059867|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7290755-Reviews-Copacabana_Temakeria_Brazilian_Sushi-Milan_Lombardy.html
d1900089|Ristorante Pizzeria Monopoli|4.0|Via Piero della Francesca di fronte al No 68, 20154 Milano Italia|+390249529381|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1900089-Reviews-Ristorante_Pizzeria_Monopoli-Milan_Lombardy.html
d1973193|Trattoria della Gloria|4.0|Via Mario Pichi 5 Angolo via Giosuè Borsi, 20143 Milano Italia|+390245474710|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1973193-Reviews-Trattoria_della_Gloria-Milan_Lombardy.html
d2618297|Langosteria Bistrot|4.0|Via Bobbio 2 Angolo viale Coni Zugna, 20144 Milano Italia|+390258107802|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2618297-Reviews-Langosteria_Bistrot-Milan_Lombardy.html
d4413745|Arepa'z ristorante venezuelano|4.0|Viale Cassala 9, 20143 Milano Italia|+390236736703|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4413745-Reviews-Arepa_z-Milan_Lombardy.html
d1473732|Osteria della conca fallata|4.0|via della chiesa rossa 113 via della chiesa rossa 113, 20142 Milano Italia|+390289511530|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1473732-Reviews-Osteria_della_Conca_Fallata-Milan_Lombardy.html
d1223770|IL MIO Pizza & Restaurant|4.0|Via Lodovico Il Moro 137, 20142 Milano Italia|+390289120773|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1223770-Reviews-IL_MIO_Pizza_Restaurant-Milan_Lombardy.html
d2434823|Chef J|4.0|Via Carlo Farini 70 Closed Sunday Lunch, 20159 Milano Italia|+39026889918|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2434823-Reviews-Ristorante_Chef_J-Milan_Lombardy.html
d21295075|Osteria Da Fortunata - Milano|4.0|Via Fiori Chiari, 13, 20121 Milano Italia|+390236523774|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d21295075-Reviews-Osteria_Da_Fortunata_Brera_Milano-Milan_Lombardy.html
d2212155|Locatelli Milano|4.0|Via Manfredo Camperio, 15, 20123 Milano Italia|+3902875107|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2212155-Reviews-Locatelli_Milano-Milan_Lombardy.html
d2242295|Trattoria Bolognese da Mauro|4.0|Via Elia Lombardini, 14, 20143 Milano Italia|+39028372866|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2242295-Reviews-Trattoria_Bolognese_da_Mauro-Milan_Lombardy.html
d1226721|Pane al Pane Vino al Vino|4.0|Via Alessandro Tadino 48, 20124 Milano Italia|+39022046300|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1226721-Reviews-Pane_al_Pane_Vino_al_Vino-Milan_Lombardy.html
d1103216|Restaurant Andry Gira|4.0|Via Rovello, 10, 20121 Milano Italia|+390286462709|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1103216-Reviews-Restaurant_Andry_Gira-Milan_Lombardy.html
d8460868|La Taverna Gourmet|4.0|Via Maffei 12 Ang. Via Fogazzaro, Milano Italia|+39025468297|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8460868-Reviews-La_Taverna_Gourmet-Milan_Lombardy.html
d2646967|Trattoria Fà Ballà L'Oeucc|4.0|Via Pistoia, 19, 20153 Milano Italia|+393791587093|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2646967-Reviews-Trattoria_Fa_Balla_L_Oeucc-Milan_Lombardy.html
d716292|La Scaletta|4.0|Piazzale Stazione Porta Genova, 3 Metro Verde Porta Genova - stazione tram davanti - parcheggio a pagamento nel piazzale, 20144 Milano Italia|+390243986316|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d716292-Reviews-La_Scaletta-Milan_Lombardy.html
d1140701|Arrow's|4.0|Via A. Mantegna, 17/19, Milano Italia|+3902341533|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1140701-Reviews-Arrow_s-Milan_Lombardy.html
d1064729|Il Solferino|4.0|Via Castelfidardo 2 Angolo Via Solferino, 20121 Milano Italia|+390229005748|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1064729-Reviews-Il_Solferino-Milan_Lombardy.html
d1148089|Brasserie Mediterranea|4.0|Via Benedetto Marcello 93 Angolo Via Petrella, 20124 Milano Italia|+39022049611|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1148089-Reviews-Brasserie_Mediterranea-Milan_Lombardy.html
d1579946|Osteria del Gnocco Fritto|4.0|Via Paoli Pasquale, 2, 20143 Milano Italia|+390258100216|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1579946-Reviews-Osteria_Del_Gnocco_Fritto-Milan_Lombardy.html
d1067369|Dongiò|4.0|Via Bernardino Corio 3, 20135 Milano Italia|+393492761011|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1067369-Reviews-Dongio-Milan_Lombardy.html
d7720788|sushi ran bovisamilano|4.0|Via Degli Imbriani 17 vicinanze Su Incrocio Di Via Degli Imbriani E via Ugoni, 20158 Milano Italia|+390239310047|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7720788-Reviews-Sushi_Ran_Bovisa-Milan_Lombardy.html
d1394285|Ristorante Settembrini 18|4.0|Via Settembrini Luigi, 18, 20124 Milano Italia|+390229519494|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1394285-Reviews-Ristorante_Settembrini_18-Milan_Lombardy.html
d4547347|La Bracioleria|4.0|Via Fogazzaro 9, 20135 Milano Italia|+39025514784|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4547347-Reviews-La_Bracioleria-Milan_Lombardy.html
d2722328|Nozomi|4.0|Via Pietro Calvi 2, 20129 Milano Italia|+390276023197|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2722328-Reviews-Nozomi-Milan_Lombardy.html
d11876584|Osteria della Darsena|4.0|Via Vigevano 1, 20144 Milano Italia|+390291539321|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d11876584-Reviews-Osteria_della_Darsena-Milan_Lombardy.html
d20995703|Borgia - Milano|5.0|Via Giorgio Washington 56, 20146 Milano Italia|+390248021442|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d20995703-Reviews-Borgia_Milano-Milan_Lombardy.html
d7053169|Trattoria La Cucina De' Mibabbo|4.0|Corso Lodi 19 angolo Via Lazzaro Papi, 20135 Milano Italia|+390245488997|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7053169-Reviews-Trattoria_La_Cucina_De_Mibabbo-Milan_Lombardy.html
d1937553|Galeria Antica Trattoria|4.0|Via Arcangelo Corelli 27, 20123 Milano Italia|+390237074142|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1937553-Reviews-Galeria_Antica_Trattoria-Milan_Lombardy.html
d10034030|Stella d'Asia|4.0|Viale Brenta 14 Vicino alla metropolitana brenta, 20139 Milano Italia|+3902538541|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d10034030-Reviews-Stella_d_Asia-Milan_Lombardy.html
d2577792|Sabbia d'Oro|4.0|Via Vigevano 3, 20144 Milano Italia|+390289406761|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2577792-Reviews-Sabbia_d_Oro-Milan_Lombardy.html
d1024886|Lacerba Milano|4.0|Via Orti, 4, 20122 Milano Italia|+39025455475|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1024886-Reviews-Lacerba-Milan_Lombardy.html
d18218712|Drinc. Different|5.0|Via Francesco Hayez 13, 20129 Milano Italia|+393891035321|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d18218712-Reviews-Drinc_Different-Milan_Lombardy.html
d1095150|Osteria dell'Acquabella|4.0|Via San Rocco 11 Porta Romana, 20135 Milano Italia|+390258309653|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1095150-Reviews-Osteria_dell_Acquabella-Milan_Lombardy.html
d2155777|Ristorante Il Faro Milano|4.0|Via Marco D'Oggiono, 6, 20123 Milano Italia|+390258104107|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2155777-Reviews-Il_Faro-Milan_Lombardy.html
d1791309|Sophia's Restaurant|4.0|Corso Sempione, 91 Lombardia, 20149 Milano Italia|+390231818855|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1791309-Reviews-Sophia_s_Restaurant-Milan_Lombardy.html
d13998928|Toast To Coast Bicocca|4.0|Viale Sarca 336/F Edificio 16, 20126 Milano Italia|+390249673318|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13998928-Reviews-Toast_To_Coast_Bicocca-Milan_Lombardy.html
d15273394|Route 66 American Diner|4.0|Viale Romagna 25, 20133 Milano Italia|+390236582387|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15273394-Reviews-Route_66_American_Diner-Milan_Lombardy.html
d13568238|Tang Palace|4.0|20154 Milan Via Cenisio 68, 20154 Milano Italia|+390278627685|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13568238-Reviews-Tang_Palace-Milan_Lombardy.html
d1993369|Ristorante Shri Ganesh|4.0|Via Elia Lombardini 8, 20143 Milano Italia|+390258110933|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1993369-Reviews-Ristorante_Shri_Ganesh-Milan_Lombardy.html
d2005957|Ristorante Cacio e Pepe|4.0|Viale Gian Galeazzo, 3, 20136 Milano Italia|+390283242509|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2005957-Reviews-Cacio_Pepe_Ristorante-Milan_Lombardy.html
d19063309|Panini di Mare Milano Ticinese|5.0|Via Edmondo de Amicis 9 Angolo di Porta Ticinese, 20123 Milano Italia|+390222198478|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d19063309-Reviews-Panini_di_Mare_Milano_Ticinese-Milan_Lombardy.html
d4063296|DOU Asian Passion|4.0|Piazza Napoli 25, 20146 Milano Italia|+390249636318|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4063296-Reviews-DOU_Asian_Passion-Milan_Lombardy.html
d3982940|Veranda|4.0|Via Bezzecca 6, 20135 Milano Italia|+390239980378|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3982940-Reviews-Veranda-Milan_Lombardy.html
d9854304|SHIZEN Japanese Fusion Restaurant|4.0|Piazzale Francesco Durante 36 Vicino Piazzale Loreto direzione Palmanova, 20131 Milano Italia|+390236563617|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d9854304-Reviews-SHIZEN_Japanese_Fusion_Restaurant-Milan_Lombardy.html
d1536558|Chic'n Quick Trattoria Moderna|4.0|Via Cardinale Ascanio Sforza 77, 20141 Milano Italia|+390289503222|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1536558-Reviews-Chic_n_Quick_Trattoria_Moderna-Milan_Lombardy.html
d3243633|Osteria Le Pietre Cavate|4.0|Via Lodovico Castelvetro 14, 20154 Milano Italia|+3902344704|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3243633-Reviews-Osteria_Le_Pietre_Cavate-Milan_Lombardy.html
d2056166|Sakura 2|4.0|Via Nicola Antonio Porpora 58 Ang. Viale Lombardia, 20131 Milano Italia|+390226823311|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2056166-Reviews-Sakura_2-Milan_Lombardy.html
d1463081|Posto di Conversazione|4.0|Alzaia Naviglio Grande 6, 20144 Milano Italia|+390291943999|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1463081-Reviews-Posto_di_Conversazione-Milan_Lombardy.html
d3599477|Cookbook|4.0|Via Cenisio 72, 20154 Milano Italia|+3902341417|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3599477-Reviews-Cookbook-Milan_Lombardy.html
d3244275|El Cadreghin|4.0|Via Del Ricordo, 30, 20128 Milano Italia|+390239624561|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3244275-Reviews-El_Cadreghin-Milan_Lombardy.html
d2445590|Osteria Il Melograno|4.0|Via Annibale Caretta 3 Piazza Loreto, 20131 Milano Italia|+390229521295|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2445590-Reviews-Osteria_Il_Melograno-Milan_Lombardy.html
d5267000|Vala banco e cucina|4.0|Daniele Crespi 14, 20123 Milano Italia|+390291636095|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d5267000-Reviews-Vala_Banco_e_Cucina-Milan_Lombardy.html
d1097463|Bebel|4.0|Via San Vittore 3 parcheggio gratuito in via Olona sopra al Supermercato Pam, 20123 Milano Italia|+39024812824|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1097463-Reviews-Bebel-Milan_Lombardy.html
d2664493|Bar Trattoria al 395|4.0|Via delle Forze Armate, 395, 20152 Milano Italia|+39024563355|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2664493-Reviews-Al_395-Milan_Lombardy.html
d736811|Ristorante Ta Hua|4.0|Via Generale Gustavo Fara 15, 20124 Milano Italia|+390266987042|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d736811-Reviews-Ristorante_Ta_Hua-Milan_Lombardy.html
d2386368|Azzurra Grill Ristorante Pizzeria|4.0|Via San Gregorio, 11, 20124 Milano Italia|+390229406115|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2386368-Reviews-Azzurra_Grill-Milan_Lombardy.html
d1087743|L'Agristorante|4.0|Via Boncompagni, 94, Milano Italia|+390255231455|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1087743-Reviews-L_Agristorante-Milan_Lombardy.html
d2020526|Tsuru Sushi All'Osteria|4.0|Via Giuseppe Luigi Lagrange, 13, 20125 Milano Italia|+39028378366|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2020526-Reviews-Tsuru_Sushi-Milan_Lombardy.html
d23764013|Shati Bistrot Contemporaneo|5.0|Via Marco Polo, 5, 20124 Milano Italia|+390251824532|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d23764013-Reviews-Shati_Bistrot_Contemporaneo-Milan_Lombardy.html
d7992858|Belle Donne Bistrot|4.0|Via Tortona 28, 20144 Milano Italia|+390258109894|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7992858-Reviews-Belle_Donne_Bistrot-Milan_Lombardy.html
d1012004|Dawali|4.0|Via Corrado II Il Salico 10, 20141 Milano Italia|+390284895668|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1012004-Reviews-Dawali-Milan_Lombardy.html
d1108028|Ristorante A' Riccione|4.0|Via Torquato Taramelli, 70 Milani, 20124 Milano Italia|+3902683807|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1108028-Reviews-Ristorante_a_Riccione-Milan_Lombardy.html
d17747030|Cinnamon Restaurant|5.0|Via Brusuglio, 66, 20161 Milano Italia|+390236633066|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d17747030-Reviews-Cinnamon_Restaurant-Milan_Lombardy.html
d8051147|Antica Pizzeria Leone|4.0|Via Carlo Ravizza 9, Milano Italia|+390248001829|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8051147-Reviews-Antica_Pizzeria_Leone-Milan_Lombardy.html
d2362901|Osteria la Tabina|4.0|Via Giovanni Fantoni 20, 20148 Milano Italia|+390248702693|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2362901-Reviews-Osteria_la_Tabina-Milan_Lombardy.html
d7759285|Wicky's Innovative Japanese Cuisine|4.0|Corso Italia 6, 20122 Milano Italia|+390289093781|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7759285-Reviews-Wicky_s_Innovative_Japanese_Cuisine-Milan_Lombardy.html
d696578|Hostaria Borromei|4.0|Via Borromei 4 Milano, 20123 Milano Italia|+390286453760|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d696578-Reviews-Hostaria_Borromei-Milan_Lombardy.html
d7218447|Björk Swedish Brasserie & Side Store|4.0|Via Panfilo Castaldi 20 Porta Venezia, 20124 Milano Italia|+390249457424|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7218447-Reviews-Bjork_Swedish_Brasserie-Milan_Lombardy.html
d1049989|La Brisa|4.0|Via Brisa 15, 20123 Milano Italia|+390286450521|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1049989-Reviews-La_Brisa-Milan_Lombardy.html
d2542776|La Bicocca|4.0|Viale Sarca 179 Angolo Via La Farina, 20126 Milano Italia|+393384300052|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2542776-Reviews-La_Bicocca-Milan_Lombardy.html
d6975675|Baobab Burger Organico|4.0|Via Raffaello Sanzio 4, 20149 Milano Italia|+390248101076|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d6975675-Reviews-Baobab_Burger_Organico-Milan_Lombardy.html
d716413|Taverna degli Amici|4.0|Via Spartaco 4, 20135 Milano Italia|+390255194005|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d716413-Reviews-Taverna_degli_Amici-Milan_Lombardy.html
d1074933|Osteria Della Stazione|4.0|Via Popoli Uniti 26 MM Rovereto, 20125 Milano Italia|+390228381700|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1074933-Reviews-Osteria_Della_Stazione_l_Originale-Milan_Lombardy.html
d2175555|Antica Trattoria Salutati|4.0|Via Coluccio Salutati 15, 20144 Milano Italia|+3902463690|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2175555-Reviews-Antica_Trattoria_Salutati-Milan_Lombardy.html
d3707353|Trattoria al Toscanaccio|4.0|Via Chieti, 1, 20154 Milano Italia|+3902341895|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3707353-Reviews-Trattoria_al_Toscanaccio-Milan_Lombardy.html
d17571953|Belluccio's ristorante|4.0|Via Beato Angelico 27,Milano Città studi, 20133 Milano Italia|+39027490993|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d17571953-Reviews-Belluccio_s_ristorante-Milan_Lombardy.html
d1401783|Ristorante Manna|4.0|Piazzale Governo Provvisorio 6 Birra E Jin, 20127 Milano Italia|+390226809153|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1401783-Reviews-Ristorante_Manna-Milan_Lombardy.html
d2076001|Pampas|4.0|Via Sabatelli Luigi, 1 Piazza Gramsci, 20154 Milano Italia|+390236551186|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2076001-Reviews-Pampas_Churrascaria_Brasiliana-Milan_Lombardy.html
d1034491|San Tomaso|4.0|Via San Tomaso 5, 20121 Milano Italia|+3902874510|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1034491-Reviews-San_Tomaso-Milan_Lombardy.html
d13289625|Bomaki City Life|4.0|Piazza Tre Torri 1/L, 20145 Milano Italia|+3902436254|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13289625-Reviews-Bomaki_City_Life-Milan_Lombardy.html
d8322819|AmaMi|4.0|Via Amerigo Vespucci, 1, 20124 Milano Italia|+390265560388|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8322819-Reviews-AmaMi_Ristorante-Milan_Lombardy.html
d983687|la bettola di piero|4.0|Via Orti 17, 20122 Milano Italia|+390255184947|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d983687-Reviews-La_bettola_di_piero-Milan_Lombardy.html
d3800185|Tigella's|4.0|Via Anfiteatro 6, 20121 Milano Italia|+390245470599|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3800185-Reviews-Tigella_s-Milan_Lombardy.html
d895829|Trattoria Sabbioneda|4.0|Via Alessandro Tadino 32, 20124 Milano Italia|+390229521014|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d895829-Reviews-Trattoria_Sabbioneda-Milan_Lombardy.html
d1391266|Osteria Alla Grande|4.0|Via delle Forze Armate 405, 20152 Milano Italia|+390248911166|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1391266-Reviews-Osteria_Alla_Grande-Milan_Lombardy.html
d696542|Don Lisander|4.0|Via Alessandro Manzoni 12A, 20121 Milano Italia|+390276020130|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d696542-Reviews-Don_Lisander-Milan_Lombardy.html
d2044372|Salsamenteria di Parma|4.0|Via San Pietro All'Orto 9 Stazione metropolitana san babila 200 metri. linea rossa M1, 20121 Milano Italia|+390276281350|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2044372-Reviews-Salsamenteria_di_Parma-Milan_Lombardy.html
d2302654|Capriccio Ristorante Pizzeria|4.0|Via Piccinni Nicola, 25, 20131 Milano Italia|+390229527015|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2302654-Reviews-Capriccio_Ristorante_Pizzeria-Milan_Lombardy.html
d1883795|Pane E Tulipani|4.0|Via Giulio Tarra 6 100mt central station Milan, 20124 Milano Italia|+390266710401|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1883795-Reviews-Pane_e_Tulipani-Milan_Lombardy.html
d8139089|Casa Lodi|4.0|Via Cappellari 3, 20123 Milano Italia|+390289777217|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8139089-Reviews-Casa_Lodi-Milan_Lombardy.html
d2056256|Trattoria Mirta|4.0|Piazza San Materno 12, 20131 Milano Italia|+393386251114|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2056256-Reviews-Trattoria_Mirta-Milan_Lombardy.html
d1587263|Namaste’ Ristorante Indiano e Nepalese|4.0|Via Daniele Ricciarelli, 12, 20148 Milano Italia|+393333470173|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1587263-Reviews-Namaste-Milan_Lombardy.html
d3603684|Trattoria San Filippo Neri|4.0|Viale Monza 220 fermata Precotto MM1, 20128 Milano Italia|+390284344847|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3603684-Reviews-Trattoria_San_Filippo_Neri-Milan_Lombardy.html
d4889673|Dawat - Indian Restaurant|4.0|Corso Sempione 88, 20154 Milano Italia|+390234537953|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4889673-Reviews-Dawat_Indian_Restaurant-Milan_Lombardy.html
d13831340|Il Pizzaleo|5.0|Corso Cristoforo Colombo 3, 20144 Milano Italia|+393498454177|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13831340-Reviews-Il_Pizzaleo-Milan_Lombardy.html
